440|529
441|529
441|530
443|528
441|525
442|524
442|525
441|522
439|522
439|524
438|524
437|524
437|525
437|523
435|522
436|526
436|527
435|527
434|526
434|525
433|526
445|526
446|529
446|528
449|527
449|529
449|530
448|530
453|530
453|529
454|530
454|527
455|528
455|529
453|527
452|525
450|524
449|524
449|525
448|526
452|523
451|521
450|519
451|520
450|520
449|519
449|518
448|518
451|519
452|519
453|519
453|517
451|517
451|516
451|515
451|514
450|514
449|515
449|513
455|519
455|520
455|521
456|519
455|523
455|524
454|523
457|523
457|522
457|524
456|525
457|525
457|526
457|527
458|527
458|526
459|527
459|528
458|528
458|529
458|530
457|529
461|529
462|529
462|528
462|527
463|527
464|529
465|528
466|529
463|525
462|525
462|524
462|523
461|519
459|519
460|519
459|518
458|518
459|517
460|517
461|516
458|520
459|522
459|523
460|521
459|520
457|517
456|516
455|516
455|515
453|515
453|514
454|513
455|513
457|513
458|513
458|512
458|514
451|512
452|512
447|531
448|532
446|532
452|531
452|532
451|533
455|531
460|531
459|532
459|533
462|531
463|531
434|531
435|531
433|531
432|533
436|532
436|533
435|535
435|534
436|536
437|537
439|536
440|535
441|535
441|534
440|534
439|534
439|532
438|532
438|531
440|532
441|532
442|531
430|528
429|528
429|527
427|527
426|528
426|526
425|527
423|527
430|525
430|524
432|524
432|523
431|524
431|522
428|523
428|524
427|524
428|522
426|523
429|531
429|530
428|529
428|532
427|532
429|533
426|530
421|521
421|519
419|517
420|515
422|517
423|517
424|518
424|519
425|516
423|515
419|512
419|513
418|513
422|511
422|512
423|509
424|508
424|507
424|506
420|509
443|533
443|534
443|535
445|534
445|535
444|531
445|536
446|535
448|535
447|535
450|535
450|534
450|536
449|536
453|533
454|533
455|533
455|535
456|535
457|535
458|535
458|534
453|536
451|537
447|525
448|523
448|522
449|521
446|524
444|525
444|523
436|529
433|534
433|537
432|536
430|535
431|535
429|536
460|534
461|535
504|521
505|521
504|520
504|519
502|519
503|518
506|516
506|519
505|519
505|520
506|520
507|520
506|518
508|517
508|519
509|519
510|519
511|518
511|517
512|518
511|519
511|521
510|521
509|521
508|521
505|522
506|522
506|523
505|523
506|525
507|526
507|527
507|530
505|530
505|531
504|531
503|531
502|531
501|531
501|530
502|532
501|535
502|536
503|536
504|535
504|534
505|535
502|538
498|537
498|534
499|539
515|516
515|517
515|518
513|517
513|516
512|516
512|515
512|514
511|515
510|514
511|512
512|511
513|511
514|511
514|510
515|511
513|514
514|514
515|514
515|515
513|515
514|515
517|515
518|514
518|517
520|515
520|514
519|512
518|512
518|511
519|511
517|511
517|510
517|509
519|510
520|510
521|509
521|507
523|509
524|509
525|509
525|507
524|510
523|511
522|513
522|514
523|514
524|514
525|514
529|507
528|507
527|507
527|506
528|506
527|505
528|504
528|503
527|503
526|503
531|506
532|507
532|506
530|504
530|509
531|509
532|509
532|510
533|509
534|509
535|509
534|508
535|510
535|511
534|511
533|512
533|513
534|514
522|517
522|518
521|518
520|518
523|519
520|521
519|521
518|521
518|522
520|522
522|521
523|521
519|523
519|524
517|524
517|523
516|523
515|521
514|521
514|520
514|519
513|519
513|523
512|524
511|524
512|526
513|525
513|526
514|525
516|525
522|525
523|525
524|525
522|526
523|526
524|526
525|526
510|525
509|526
504|524
509|529
511|527
512|528
519|507
520|507
513|509
512|509
511|509
511|510
510|509
510|508
509|508
508|507
507|510
507|514
509|512
506|512
504|516
511|507
511|506
511|505
511|503
510|503
509|502
526|512
528|512
527|515
526|516
526|517
527|517
525|517
529|515
559|501
561|501
562|500
562|499
563|499
564|499
560|500
561|500
558|499
558|500
557|499
556|500
556|501
555|501
556|502
558|501
557|497
557|496
556|496
555|497
553|496
552|496
551|496
551|495
551|497
550|497
549|497
549|498
549|499
550|499
550|498
551|499
552|498
551|498
548|499
547|499
547|500
551|500
552|500
552|501
551|501
551|502
552|503
548|503
549|503
548|502
548|501
548|497
547|497
548|496
546|497
545|497
545|496
545|500
544|500
544|502
544|503
546|503
546|504
546|505
545|507
546|508
545|509
545|510
544|509
544|512
544|511
546|510
547|507
549|508
549|507
550|507
551|507
551|508
553|509
552|509
551|511
550|512
553|512
553|513
552|514
556|507
555|508
556|504
553|506
558|504
559|505
560|505
562|503
563|504
563|505
561|506
560|506
565|504
565|503
565|502
566|502
566|503
567|503
568|502
565|500
568|499
568|497
568|496
567|496
570|497
571|496
571|498
571|499
574|500
574|502
574|503
575|504
575|503
576|502
576|501
575|501
570|501
570|503
