570|504
570|505
571|504
572|503
572|505
571|506
571|507
573|505
574|506
574|507
574|508
576|509
575|509
576|511
577|511
578|513
573|510
574|511
575|511
573|513
573|514
576|514
576|513
577|513
577|514
572|509
572|511
570|508
569|511
568|511
569|512
569|513
567|512
566|513
566|511
567|510
569|509
568|507
567|507
567|506
568|506
569|506
566|506
565|507
566|508
565|509
564|506
563|507
563|509
562|510
561|510
560|508
558|507
567|500
566|496
564|496
562|497
569|494
568|493
579|514
576|516
575|516
575|517
575|515
576|518
577|518
575|519
575|520
575|521
574|522
574|521
571|515
566|514
565|514
560|511
559|510
558|510
560|509
557|511
558|512
559|512
